pincode,state,district,blocks,state_lgd,district_lgd
171211,HIMACHAL PRADESH,SHIMLA,"[""CHOPAL"",""CHOPL""]",02,033
171212,HIMACHAL PRADESH,SHIMLA,"[""THEOG"",""KUMARSAIN""]",02,033
171213,HIMACHAL PRADESH,SHIMLA,"[""KUMARSAIN"",""RAMPUR"",""THEOG""]",02,033
171214,HIMACHAL PRADESH,SHIMLA,"[""ROHRU"",""CHIRGAON""]",02,033
171215,HIMACHAL PRADESH,SHIMLA,"[""JUBBAL""]",02,033
171216,HIMACHAL PRADESH,SHIMLA,"[""JUBBAL""]",02,033
171217,HIMACHAL PRADESH,SHIMLA,"[""CHOPAL""]",02,033
171218,HIMACHAL PRADESH,SHIMLA,"[""SHIMLA""]",02,033
171219,HIMACHAL PRADESH,SHIMLA,"[""SHIMLA""]",02,033
171220,HIMACHAL PRADESH,SHIMLA,"[""THEOG"",""KOTHKHAI"",""KOTKHAI""]",02,033
171221,HIMACHAL PRADESH,SHIMLA,"[""ROHRU"",""DODRA KAWAR""]",02,033
171222,HIMACHAL PRADESH,SHIMLA,"[""THEOG""]",02,033
171223,HIMACHAL PRADESH,SHIMLA,"[""ROHRU""]",02,033
171224,HIMACHAL PRADESH,SHIMLA,"[""ROHRU""]",02,033
171225,HIMACHAL PRADESH,SHIMLA,"[""KOTHKHAI"",""KOTKHAI"",""ROHRU""]",02,033
171226,HIMACHAL PRADESH,SHIMLA,"[""THEOG"",""RAJGARH""]",02,033
171226,HIMACHAL PRADESH,SIRMAUR,"[""THEOG"",""RAJGARH""]",02,032
171301,HIMACHAL PRADESH,SHIMLA,"[""SUNI"",""SUNNI""]",02,033
172001,HIMACHAL PRADESH,SHIMLA,"[""NANKHARI"",""RAMPUR BUSHAHR"",""RAMPUR(T)"",""ANI(S.T)"",""NIRMAND"",""NANKHARI(S.T)"",""NANKAHRI""]",02,033
172001,HIMACHAL PRADESH,KULLU,"[""NANKHARI"",""RAMPUR BUSHAHR"",""RAMPUR(T)"",""ANI(S.T)"",""NIRMAND"",""NANKHARI(S.T)"",""NANKAHRI""]",02,026
172002,HIMACHAL PRADESH,KULLU,"[""NIRMAND"",""NERMAND(T)""]",02,026
172021,HIMACHAL PRADESH,SHIMLA,"[""NANKHARI""]",02,033
172022,HIMACHAL PRADESH,SHIMLA,"[""RAMPUR BUSHAHR"",""RAMPUR(T)""]",02,033
172023,HIMACHAL PRADESH,KULLU,"[""NIRMAND"",""NERMAND(T)""]",02,026
172024,HIMACHAL PRADESH,SHIMLA,"[""KUMHARSAIN(T)"",""KUMARSAIN""]",02,033
172025,HIMACHAL PRADESH,KULLU,"[""ANI(S.T)""]",02,026
172026,HIMACHAL PRADESH,KULLU,"[""ANNI"",""ANI(S.T)"",""NERMAND(T)""]",02,026
172027,HIMACHAL PRADESH,SHIMLA,"[""KUMARSAIN"",""KUMHARSAIN(T)""]",02,033
172028,HIMACHAL PRADESH,SHIMLA,"[""NANKHARI(S.T)""]",02,033
172029,HIMACHAL PRADESH,SHIMLA,"[""KUMHARSAIN(T)"",""KUMARSAIN""]",02,033
172030,HIMACHAL PRADESH,SHIMLA,"[""KUMARSAIN"",""KUMHARSAIN(T)"",""NICHAR(T)""]",02,033
172031,HIMACHAL PRADESH,SHIMLA,"[""KUMHARSAIN(T)""]",02,033
172032,HIMACHAL PRADESH,KULLU,"[""ANI(S.T)"",""ANNI"",""NERMAND(T)""]",02,026
172033,HIMACHAL PRADESH,KULLU,"[""NERMAND(T)"",""NIRMAND""]",02,026
172034,HIMACHAL PRADESH,SHIMLA,"[""RAMPUR(T)""]",02,033
172101,HIMACHAL PRADESH,SHIMLA,"[""NICHAR(T)"",""RAMPUR BUSHAHR"",""RAMPUR(T)""]",02,033
172101,HIMACHAL PRADESH,KINNAUR,"[""NICHAR(T)"",""RAMPUR BUSHAHR"",""RAMPUR(T)""]",02,034
172102,HIMACHAL PRADESH,SHIMLA,"[""RAMPUR(T)"",""RAMPUR BUSHAHR""]",02,033
172103,HIMACHAL PRADESH,KINNAUR,"[""NICHAR(T)""]",02,034
172104,HIMACHAL PRADESH,KINNAUR,"[""NICHAR(T)"",""NICHAR""]",02,034
172105,HIMACHAL PRADESH,KINNAUR,"[""SANGLA(T)"",""NICHAR(T)""]",02,034
172106,HIMACHAL PRADESH,KINNAUR,"[""SANGLA(T)"",""SANGLA""]",02,034
172107,HIMACHAL PRADESH,KINNAUR,"[""KALPA(T)""]",02,034
172108,HIMACHAL PRADESH,KINNAUR,"[""KALPA(T)""]",02,034
172109,HIMACHAL PRADESH,KINNAUR,"[""MOORANG"",""MORANG(T)""]",02,034
172110,HIMACHAL PRADESH,KINNAUR,"[""MORANG(T)"",""POO(T)""]",02,034
172111,HIMACHAL PRADESH,LAHUL & SPITI,"[""POO(T)"",""HANGRANG"",""POOH""]",02,025
172111,HIMACHAL PRADESH,KINNAUR,"[""POO(T)"",""HANGRANG"",""POOH""]",02,034
172112,HIMACHAL PRADESH,KINNAUR,"[""HANGRANG""]",02,034
172113,HIMACHAL PRADESH,LAHUL & SPITI,"[""SPITI"",""SPITI (T)""]",02,025
172114,HIMACHAL PRADESH,LAHUL & SPITI,"[""SPITI"",""SPITI (T)""]",02,025
172115,HIMACHAL PRADESH,KINNAUR,"[""NICHAR(T)"",""NICHAR""]",02,034
172116,HIMACHAL PRADESH,KINNAUR,"[""POO(T)"",""POOH"",""MORANG(T)""]",02,034
172117,HIMACHAL PRADESH,LAHUL & SPITI,"[""SPITI"",""SPITI (T)""]",02,025
172118,HIMACHAL PRADESH,KINNAUR,"[""NICHAR(T)""]",02,034
172201,HIMACHAL PRADESH,SHIMLA,"[""RAMPUR BUSHAHR"",""RAMPUR(T)"",""NIRMAND""]",02,033
172201,HIMACHAL PRADESH,KULLU,"[""RAMPUR BUSHAHR"",""RAMPUR(T)"",""NIRMAND""]",02,026
173001,HIMACHAL PRADESH,SIRMAUR,"[""PACHHAD"",""NAHAN"",""SANGRAH"",""NAHAN(T)"",""PAONTA""]",02,032
173021,HIMACHAL PRADESH,SIRMAUR,"[""PAONTA""]",02,032
173022,HIMACHAL PRADESH,SIRMAUR,"[""PAONTA"",""SANGRAH"",""NA""]",02,032
173023,HIMACHAL PRADESH,SIRMAUR,"[""SANGRAH"",""SANGARH""]",02,032
173024,HIMACHAL PRADESH,SIRMAUR,"[""PACHHAD""]",02,032
173025,HIMACHAL PRADESH,SIRMAUR,"[""PAONTA""]",02,032
173026,HIMACHAL PRADESH,SIRMAUR,"[""NAHAN""]",02,032
173027,HIMACHAL PRADESH,SIRMAUR,"[""SHILLAI"",""SHILAI"",""SHILLA"",""PAONTA""]",02,032
173029,HIMACHAL PRADESH,SIRMAUR,"[""SHILLAI"",""PAONTA"",""SANGRAH"",""NA""]",02,032
173030,HIMACHAL PRADESH,SIRMAUR,"[""NAHAN""]",02,032
173031,HIMACHAL PRADESH,SIRMAUR,"[""POANTA SAHIB""]",02,032
173032,HIMACHAL PRADESH,SIRMAUR,"[""SANGARH"",""SANGRAH"",""SANGAH"",""SANGARHA""]",02,032
173101,HIMACHAL PRADESH,SIRMAUR,"[""PACHHAD"",""RAJGARH"",""RAJGARAH""]",02,032
173104,HIMACHAL PRADESH,SIRMAUR,"[""SANGRAH"",""SANGARAH"",""NOHRA"",""SANGARH""]",02,032
173201,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
173202,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
173204,HIMACHAL PRADESH,SOLAN,"[""NA"",""KASAULI"",""KASAULI(T)""]",02,031
173205,HIMACHAL PRADESH,SOLAN,"[""NALAGARH"",""NA""]",02,031
173206,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
173207,HIMACHAL PRADESH,SOLAN,"[""KANDAGHAT"",""SOLAN"",""ARKI""]",02,031
173208,HIMACHAL PRADESH,SOLAN,"[""KANDAGHAT"",""ARKI"",""NA""]",02,031
173209,HIMACHAL PRADESH,SOLAN,"[""KASAULI""]",02,031
173210,HIMACHAL PRADESH,SOLAN,"[""SOLAN""]",02,031
173211,HIMACHAL PRADESH,SOLAN,"[""SOLAN""]",02,031
173212,HIMACHAL PRADESH,SOLAN,"[""NA"",""SOLAN(T)"",""SOLAN""]",02,031
173213,HIMACHAL PRADESH,SOLAN,"[""SOLAN""]",02,031
173214,HIMACHAL PRADESH,SOLAN,"[""KASAULI(T)"",""SOLAN""]",02,031
173215,HIMACHAL PRADESH,SOLAN,"[""KANDAGHAT""]",02,031
173217,HIMACHAL PRADESH,SOLAN,"[""KANDAGHAT"",""JUNGA""]",02,031
173217,HIMACHAL PRADESH,SHIMLA,"[""KANDAGHAT"",""JUNGA""]",02,033
173218,HIMACHAL PRADESH,SOLAN,"[""RAMSHAHAR"",""ARKI""]",02,031
173220,HIMACHAL PRADESH,SOLAN,"[""NA"",""KASAULI""]",02,031
173221,HIMACHAL PRADESH,SOLAN,"[""ARKI""]",02,031
173222,HIMACHAL PRADESH,SOLAN,"[""KANDAGHAT""]",02,031
173223,HIMACHAL PRADESH,SIRMAUR,"[""RAJGHAR"",""PAJHOTA"",""NA"",""PACHHAD""]",02,032
173223,HIMACHAL PRADESH,SOLAN,"[""RAJGHAR"",""PAJHOTA"",""NA"",""PACHHAD""]",02,031
173225,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
173229,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
173229,HIMACHAL PRADESH,SIRMAUR,"[""NA""]",02,032
173230,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
173233,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
173234,HIMACHAL PRADESH,SOLAN,"[""KANDAGHAT""]",02,031
173235,HIMACHAL PRADESH,SOLAN,"[""ARKI""]",02,031
174001,HIMACHAL PRADESH,BILASPUR,"[""BILASPUR"",""BILASPUR SADAR(T)"",""BILASPUR SADAR""]",02,030
174002,HIMACHAL PRADESH,BILASPUR,"[""BILASPUR"",""NAINA DEVI""]",02,030
174003,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN""]",02,030
174004,HIMACHAL PRADESH,BILASPUR,"[""BILASPUR""]",02,030
174005,HIMACHAL PRADESH,BILASPUR,"[""BLASPUR""]",02,030
174011,HIMACHAL PRADESH,BILASPUR,"[""NAINA DEVI""]",02,030
174012,HIMACHAL PRADESH,BILASPUR,"[""BILASPUR""]",02,030
174013,HIMACHAL PRADESH,BILASPUR,"[""BILASPUR"",""BILASPUR SADAR""]",02,030
174015,HIMACHAL PRADESH,BILASPUR,"[""NAINA DEVI""]",02,030
174017,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN"",""JHANDUTHA"",""JHANDUTTA""]",02,030
174021,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN"",""GHUAMRWIN""]",02,030
174023,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN""]",02,030
174024,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN""]",02,030
174026,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN""]",02,030
174027,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN""]",02,030
174028,HIMACHAL PRADESH,BILASPUR,"[""GHUMARWIN""]",02,030
174029,HIMACHAL PRADESH,BILASPUR,"[""JHANDUTA"",""JHAMDUTTA"",""JHANDUTTA"",""JHANDUTHA"",""JHANDUTT""]",02,030
174030,HIMACHAL PRADESH,BILASPUR,"[""JHANDUTTA"",""JHANSDUTTA"",""JHANDUTHA""]",02,030
174031,HIMACHAL PRADESH,BILASPUR,"[""JHANDUTTA"",""JHANDUTA(T)""]",02,030
174032,HIMACHAL PRADESH,BILASPUR,"[""BILASPUR"",""BILAPUR""]",02,030
174033,HIMACHAL PRADESH,BILASPUR,"[""BILASPUR""]",02,030
174034,HIMACHAL PRADESH,BILASPUR,"[""JHANDUTTA"",""JHANDUTHA""]",02,030
174035,HIMACHAL PRADESH,BILASPUR,"[""JHANDUTHA"",""JHANDUTTA""]",02,030
174036,HIMACHAL PRADESH,BILASPUR,"[""NA""]",02,030
174101,HIMACHAL PRADESH,SOLAN,"[""NA""]",02,031
174102,HIMACHAL PRADESH,SOLAN,"[""NA"",""RAMSHEHER""]",02,031
174103,HIMACHAL PRADESH,SOLAN,"[""KASAULI""]",02,031
174201,HIMACHAL PRADESH,BILASPUR,"[""NAINA DEVI""]",02,030
174301,HIMACHAL PRADESH,UNA,"[""UNA"",""HAROLI""]",02,029
174302,HIMACHAL PRADESH,UNA,"[""AMB"",""AMB(T)""]",02,029
174303,HIMACHAL PRADESH,UNA,"[""UNA"",""UNA(T)""]",02,029
174304,HIMACHAL PRADESH,HAMIRPUR,"[""BARSAR"",""BARSAR(T)""]",02,028
174305,HIMACHAL PRADESH,HAMIRPUR,"[""BARSAR""]",02,028
174306,HIMACHAL PRADESH,UNA,"[""UNA"",""UNA(T)""]",02,029
174307,HIMACHAL PRADESH,UNA,"[""BANGANA(T)"",""BANGANA""]",02,029
174308,HIMACHAL PRADESH,UNA,"[""BANGANA(T)"",""BANGANA""]",02,029
174309,HIMACHAL PRADESH,HAMIRPUR,"[""BARSAR""]",02,028
174310,HIMACHAL PRADESH,BILASPUR,"[""NAINA DEVI"",""GHUMARWIN""]",02,030
174311,HIMACHAL PRADESH,HAMIRPUR,"[""BIJHARI""]",02,028
174312,HIMACHAL PRADESH,HAMIRPUR,"[""BARSAR"",""HAMIRPUR""]",02,028
174314,HIMACHAL PRADESH,UNA,"[""BANGANA"",""BANGANA(T)""]",02,029
174315,HIMACHAL PRADESH,UNA,"[""UNA(T)"",""UNA""]",02,029
174316,HIMACHAL PRADESH,UNA,"[""AMB"",""AMB(T)""]",02,029
174317,HIMACHAL PRADESH,UNA,"[""HAROLI""]",02,029
174319,HIMACHAL PRADESH,UNA,"[""AMB(T)""]",02,029
174320,HIMACHAL PRADESH,UNA,"[""BANGANA""]",02,029
174321,HIMACHAL PRADESH,UNA,"[""BANGANA(T)"",""BANGANA""]",02,029
174405,HIMACHAL PRADESH,HAMIRPUR,"[""NADAUN""]",02,028
174503,HIMACHAL PRADESH,UNA,"[""HAROLI""]",02,029
174505,HIMACHAL PRADESH,HAMIRPUR,"[""HAMIRPUR""]",02,028
174507,HIMACHAL PRADESH,UNA,"[""HAROLI""]",02,029
175001,HIMACHAL PRADESH,MANDI,"[""SADAR"",""MANDI(T)"",""PADHAR(T)"",""JOGINDERNAGAR"",""KOTLI(S.T)""]",02,027
175002,HIMACHAL PRADESH,MANDI,"[""SUNDARNAGAR(T)"",""SUNDER NAGAR""]",02,027
175003,HIMACHAL PRADESH,MANDI,"[""SADAR"",""KOTLI(S.T)""]",02,027
175004,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""BALDWARA(S.T)""]",02,027
175005,HIMACHAL PRADESH,MANDI,"[""SADAR"",""MANDI(T)""]",02,027
175006,HIMACHAL PRADESH,MANDI,"[""SADAR"",""MANDI(T)""]",02,027
175007,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""SARKAGHAT(T)""]",02,027
175008,HIMACHAL PRADESH,MANDI,"[""SADAR"",""MANDI(T)""]",02,027
175009,HIMACHAL PRADESH,MANDI,"[""KARSOG"",""NIHRI(S.T)"",""KARSOG(T)""]",02,027
175010,HIMACHAL PRADESH,MANDI,"[""KARSOG""]",02,027
175011,HIMACHAL PRADESH,MANDI,"[""KARSOG"",""KARSOG(T)"",""THUNAG(T)""]",02,027
175012,HIMACHAL PRADESH,MANDI,"[""JOGINDER NAGAR"",""JOGINDERNAGAR"",""JOGINDR NAGAR""]",02,027
175013,HIMACHAL PRADESH,KANGRA,"[""BAIJNATH"",""PADHAR(T)""]",02,024
175013,HIMACHAL PRADESH,MANDI,"[""BAIJNATH"",""PADHAR(T)""]",02,027
175014,HIMACHAL PRADESH,MANDI,"[""JOGINDERNAGAR""]",02,027
175015,HIMACHAL PRADESH,MANDI,"[""JOGINDARNAGAR(T)"",""JOGINDERNAGAR"",""PADHAR(T)"",""JOGINDER NAGAR""]",02,027
175016,HIMACHAL PRADESH,MANDI,"[""LAD BHAROL(T)"",""JOGINDER NAGAR""]",02,027
175017,HIMACHAL PRADESH,MANDI,"[""SUNDER NAGAR"",""SUNDARNAGAR(T)""]",02,027
175018,HIMACHAL PRADESH,MANDI,"[""SUNDER NAGAR"",""SUNDERNAGAR"",""SUNDARNAGAR(T)"",""SUNDR NAGAR""]",02,027
175019,HIMACHAL PRADESH,MANDI,"[""SUNDER NAGAR"",""SUNDARNAGAR(T)""]",02,027
175021,HIMACHAL PRADESH,MANDI,"[""SADAR"",""SADAR MANDI""]",02,027
175023,HIMACHAL PRADESH,MANDI,"[""SADAR"",""BALDWARA(S.T)"",""SARKAGHAT"",""MANDI(T)""]",02,027
175024,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""SARKAGHAT(T)""]",02,027
175025,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT""]",02,027
175026,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""SARKAGHAT(T)""]",02,027
175027,HIMACHAL PRADESH,MANDI,"[""SADAR"",""SUNDERNAGAR"",""MANDI(T)"",""SUNDER NAGAR""]",02,027
175028,HIMACHAL PRADESH,MANDI,"[""CHACHIOT"",""CHACHYOT(T)""]",02,027
175029,HIMACHAL PRADESH,MANDI,"[""CHACHIOT"",""CHACHYOT(T)""]",02,027
175030,HIMACHAL PRADESH,MANDI,"[""SUNDARNAGAR(T)"",""SUNDER NAGAR""]",02,027
175031,HIMACHAL PRADESH,MANDI,"[""NIHRI(S.T)"",""SUNDER NAGAR"",""SUNDARNAGAR(T)""]",02,027
175032,HIMACHAL PRADESH,MANDI,"[""JOGINDERNAGAR"",""LAD BHAROL(T)"",""JOGINDARNAGAR(T)""]",02,027
175033,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""BALDWARA(S.T)""]",02,027
175034,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""BALDWARA(S.T)""]",02,027
175035,HIMACHAL PRADESH,MANDI,"[""THUNAG(T)"",""THUNAG""]",02,027
175036,HIMACHAL PRADESH,MANDI,"[""SADAR"",""MANDI(T)""]",02,027
175037,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT(T)""]",02,027
175038,HIMACHAL PRADESH,MANDI,"[""SUNDER NAGAR"",""NIHRI(S.T)""]",02,027
175039,HIMACHAL PRADESH,MANDI,"[""CHACHIOT""]",02,027
175040,HIMACHAL PRADESH,MANDI,"[""DHARMPUR(S.T)"",""SARKAGHAT""]",02,027
175042,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT(T)"",""SARKAGHAT""]",02,027
175046,HIMACHAL PRADESH,MANDI,"[""KARSOG"",""KARSOG(T)"",""NIHRI(S.T)""]",02,027
175047,HIMACHAL PRADESH,MANDI,"[""THUNAG(T)"",""THUNAG""]",02,027
175048,HIMACHAL PRADESH,MANDI,"[""THUNAG"",""THUNAG(T)""]",02,027
175049,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""SARKAGHAT(T)""]",02,027
175050,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT"",""SANDHOL(S.T)""]",02,027
175051,HIMACHAL PRADESH,MANDI,"[""SARKAGHAT""]",02,027
175052,HIMACHAL PRADESH,MANDI,"[""SADAR"",""KOTLI(S.T)""]",02,027
175101,HIMACHAL PRADESH,KULLU,"[""KULLU"",""KULLU(T)"",""MANALI(T)""]",02,026
175102,HIMACHAL PRADESH,KULLU,"[""KULLU"",""KULLU(T)""]",02,026
175103,HIMACHAL PRADESH,KULLU,"[""MANALI(T)"",""NAGGAR""]",02,026
175104,HIMACHAL PRADESH,KULLU,"[""KULLU(T)""]",02,026
175105,HIMACHAL PRADESH,KULLU,"[""KULLU(T)"",""KULLU""]",02,026
175106,HIMACHAL PRADESH,MANDI,"[""THUNAG"",""BANJAR"",""BALI CHOWKI(S.T)"",""BANJAR(T)""]",02,027
175106,HIMACHAL PRADESH,KULLU,"[""THUNAG"",""BANJAR"",""BALI CHOWKI(S.T)"",""BANJAR(T)""]",02,026
175121,HIMACHAL PRADESH,MANDI,"[""MANDI"",""AUT(S.T)"",""SADAR"",""BALI CHOWKI(S.T)""]",02,027
175121,HIMACHAL PRADESH,KULLU,"[""MANDI"",""AUT(S.T)"",""SADAR"",""BALI CHOWKI(S.T)""]",02,026
175123,HIMACHAL PRADESH,KULLU,"[""BANJAR(T)"",""BANJAR"",""BALI CHOWKI(S.T)""]",02,026
175123,HIMACHAL PRADESH,MANDI,"[""BANJAR(T)"",""BANJAR"",""BALI CHOWKI(S.T)""]",02,027
175124,HIMACHAL PRADESH,MANDI,"[""SADAR"",""AUT(S.T)"",""CHACHYOT(T)"",""MANDI(T)""]",02,027
175125,HIMACHAL PRADESH,KULLU,"[""KULLU"",""KULLU(T)"",""BALI CHOWKI(S.T)""]",02,026
175125,HIMACHAL PRADESH,MANDI,"[""KULLU"",""KULLU(T)"",""BALI CHOWKI(S.T)""]",02,027
175126,HIMACHAL PRADESH,KULLU,"[""BANJAR""]",02,026
175128,HIMACHAL PRADESH,KULLU,"[""NAGGAR"",""MANALI(T)""]",02,026
175129,HIMACHAL PRADESH,KULLU,"[""NAGGAR"",""MANALI(T)""]",02,026
175130,HIMACHAL PRADESH,KULLU,"[""NAGGAR"",""KULLU(T)""]",02,026
175131,HIMACHAL PRADESH,KULLU,"[""NAGGAR"",""MANALI(T)""]",02,026
175132,HIMACHAL PRADESH,LAHUL & SPITI,"[""LAHAUL"",""LAHUL (T)""]",02,025
175133,HIMACHAL PRADESH,LAHUL & SPITI,"[""LAHAUL""]",02,025
175134,HIMACHAL PRADESH,KULLU,"[""SAINJ(S.T)"",""BANJAR""]",02,026
175136,HIMACHAL PRADESH,KULLU,"[""KULLU(T)"",""NAGGAR""]",02,026
175138,HIMACHAL PRADESH,KULLU,"[""KULLU(T)""]",02,026
175139,HIMACHAL PRADESH,LAHUL & SPITI,"[""LAHAUL""]",02,025
175140,HIMACHAL PRADESH,LAHUL & SPITI,"[""LAHAUL"",""LAHUL (T)""]",02,025
175141,HIMACHAL PRADESH,KULLU,"[""KULLU(T)"",""AUT(S.T)""]",02,026
175141,HIMACHAL PRADESH,MANDI,"[""KULLU(T)"",""AUT(S.T)""]",02,027
175142,HIMACHAL PRADESH,LAHUL & SPITI,"[""UDAIPUR""]",02,025
175143,HIMACHAL PRADESH,KULLU,"[""NAGGAR"",""MANALI(T)""]",02,026
176001,HIMACHAL PRADESH,KANGRA,"[""KANGRA"",""KANGARA"",""KANGRA(T)""]",02,024
176021,HIMACHAL PRADESH,KANGRA,"[""JAWALI(T)"",""JAWALI""]",02,024
176022,HIMACHAL PRADESH,KANGRA,"[""NURPUR(T)"",""JAWALI"",""NURPUR"",""FATEHPUR(T)"",""JAWALI(T)""]",02,024
176023,HIMACHAL PRADESH,KANGRA,"[""JAWALI"",""HARCHAKIAN(S.T)"",""JAWALI(T)""]",02,024
176025,HIMACHAL PRADESH,KANGRA,"[""FATEHPUR(T)"",""FATEHPUR""]",02,024
176026,HIMACHAL PRADESH,KANGRA,"[""KANGRA"",""HARCHAKIAN(S.T)"",""KANGRA(T)""]",02,024
176027,HIMACHAL PRADESH,KANGRA,"[""JAWALI(T)"",""DEHRA"",""DERA GOPIPUR(T)"",""JAWALI""]",02,024
176028,HIMACHAL PRADESH,KANGRA,"[""DERA GOPIPUR(T)"",""DEHRA""]",02,024
176029,HIMACHAL PRADESH,KANGRA,"[""BAROH"",""KANGRA(T)"",""NA"",""DERA GOPIPUR(T)"",""DEHRA"",""BAROH(T)"",""KANGRA""]",02,024
176030,HIMACHAL PRADESH,KANGRA,"[""KHUNDIAN(T)"",""DEHRA"",""KHUNDIAN""]",02,024
176031,HIMACHAL PRADESH,KANGRA,"[""DERA GOPIPUR(T)"",""DEHRA"",""KANGRA(T)"",""KHUNDIAN""]",02,024
176032,HIMACHAL PRADESH,KANGRA,"[""KHUANDIAN"",""KHUNDIAN""]",02,024
176033,HIMACHAL PRADESH,KANGRA,"[""DEHRA"",""JAWALI(T)""]",02,024
176036,HIMACHAL PRADESH,KANGRA,"[""DEHRA"",""DERA GOPIPUR(T)""]",02,024
176037,HIMACHAL PRADESH,KANGRA,"[""BAROH"",""BAROH(T)"",""KANGRA"",""KANGRA(T)""]",02,024
176038,HIMACHAL PRADESH,KANGRA,"[""KANGRA(T)"",""BAROH"",""KANGRA""]",02,024
176039,HIMACHAL PRADESH,HAMIRPUR,"[""BIJHARI"",""MEHRE""]",02,028
176040,HIMACHAL PRADESH,HAMIRPUR,"[""BIJHARI""]",02,028
176041,HIMACHAL PRADESH,HAMIRPUR,"[""BHORANJ"",""HAMIRPUR"",""BARSAR""]",02,028
176042,HIMACHAL PRADESH,HAMIRPUR,"[""GHUMARWIN"",""BHORANJ""]",02,028
176043,HIMACHAL PRADESH,HAMIRPUR,"[""GHUMARWIN"",""BHORANJ""]",02,028
176044,HIMACHAL PRADESH,HAMIRPUR,"[""GHUMARWIN"",""BHORANJ""]",02,028
176045,HIMACHAL PRADESH,HAMIRPUR,"[""BHORANJ"",""BHURANJ""]",02,028
176047,HIMACHAL PRADESH,KANGRA,"[""KANGRA(T)"",""KANGRA""]",02,024
176048,HIMACHAL PRADESH,HAMIRPUR,"[""BHORANJ""]",02,028
176049,HIMACHAL PRADESH,HAMIRPUR,"[""BIJHARI""]",02,028
176051,HIMACHAL PRADESH,KANGRA,"[""JAWALI(T)"",""JAWALI"",""NURPUR"",""KANGRA(T)""]",02,024
176052,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR"",""DHARAMSALA"",""KANGRA""]",02,024
176053,HIMACHAL PRADESH,KANGRA,"[""FATEHPUR"",""FATEHPUR(T)""]",02,024
176054,HIMACHAL PRADESH,KANGRA,"[""BAROH(T)"",""BAROH"",""NA""]",02,024
176055,HIMACHAL PRADESH,KANGRA,"[""DEHRA"",""KHUNDIAN""]",02,024
176056,HIMACHAL PRADESH,KANGRA,"[""KANGRA(T)"",""KANGRA""]",02,024
176057,HIMACHAL PRADESH,KANGRA,"[""DHARAMSALA""]",02,024
176058,HIMACHAL PRADESH,KANGRA,"[""NURPUR"",""INDORA""]",02,024
176059,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176060,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176061,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176062,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176063,HIMACHAL PRADESH,KANGRA,"[""BAIJNATH""]",02,024
176064,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176065,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176066,HIMACHAL PRADESH,KANGRA,"[""DERA GOPIPUR(T)""]",02,024
176071,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176073,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176075,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176076,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176077,HIMACHAL PRADESH,KANGRA,"[""BAIJNATH""]",02,024
176081,HIMACHAL PRADESH,KANGRA,"[""BAIJNATH""]",02,024
176082,HIMACHAL PRADESH,KANGRA,"[""JAIINGHPUR"",""JAISINGHPUR""]",02,024
176083,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176084,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176085,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR""]",02,024
176086,HIMACHAL PRADESH,KANGRA,"[""PALAMPUR"",""JAISINGHPUR""]",02,024
