pincode,state,district,blocks,state_lgd,district_lgd
110001,DELHI,NEW DELHI,"[""NEW DELHI""]",07,094
110002,DELHI,CENTRAL,"[""NEW DELHI""]",07,095
110003,DELHI,NEW DELHI,"[""NEW DELHI"",""DELHI""]",07,094
110003,DELHI,SOUTH EAST,"[""NEW DELHI"",""DELHI""]",07,677
110003,DELHI,SOUTH,"[""NEW DELHI"",""DELHI""]",07,098
110004,DELHI,NEW DELHI,"[""NEW DELHI""]",07,094
110005,DELHI,CENTRAL,"[""NEW DELHI""]",07,095
110006,DELHI,NORTH,"[""NA"",""DELHI""]",07,091
110007,DELHI,NORTH,"[""DELHI"",""NA""]",07,091
110007,DELHI,CENTRAL,"[""DELHI"",""NA""]",07,095
110007,DELHI,NORTH WEST,"[""DELHI"",""NA""]",07,090
110008,DELHI,WEST,"[""NEW DELHI""]",07,096
110009,DELHI,NORTH,"[""NA"",""DELHI""]",07,091
110009,DELHI,NORTH WEST,"[""NA"",""DELHI""]",07,090
110010,DELHI,NEW DELHI,"[""NA""]",07,094
110011,DELHI,NEW DELHI,"[""NEW DELHI""]",07,094
110012,DELHI,WEST,"[""NEW DELHI""]",07,096
110013,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110013,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110014,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110014,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110015,DELHI,WEST,"[""NEW DELHI""]",07,096
110016,DELHI,SOUTH,"[""NA""]",07,098
110017,DELHI,SOUTH,"[""NA"",""NEW DELHI""]",07,098
110018,DELHI,WEST,"[""NEW DELHI""]",07,096
110019,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110019,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110020,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110020,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110021,DELHI,NEW DELHI,"[""NA""]",07,094
110022,DELHI,NEW DELHI,"[""NA""]",07,094
110023,DELHI,NEW DELHI,"[""NA"",""DELHI""]",07,094
110024,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110024,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110025,DELHI,SOUTH EAST,"[""NA"",""NEW DELHI""]",07,677
110025,UTTAR PRADESH,BUDAUN,"[""NA"",""NEW DELHI""]",09,149
110025,DELHI,SOUTH,"[""NA"",""NEW DELHI""]",07,098
110026,DELHI,WEST,"[""NEW DELHI"",""NA""]",07,096
110027,DELHI,WEST,"[""NEW DELHI""]",07,096
110028,DELHI,NEW DELHI,"[""NEW DELHI""]",07,094
110029,DELHI,SOUTH,"[""NA"",""NEW DELHI""]",07,098
110030,DELHI,SOUTH,"[""NA""]",07,098
110031,DELHI,SHAHDARA,"[""NA""]",07,676
110031,DELHI,EAST,"[""NA""]",07,093
110032,DELHI,SHAHDARA,"[""NA""]",07,676
110033,DELHI,NORTH,"[""DELHI""]",07,091
110034,DELHI,NORTH WEST,"[""DELHI""]",07,090
110035,DELHI,NORTH WEST,"[""DELHI""]",07,090
110036,DELHI,NORTH,"[""DELHI"",""NA""]",07,091
110037,DELHI,NEW DELHI,"[""NA""]",07,094
110038,DELHI,NEW DELHI,"[""NA""]",07,094
110039,DELHI,NORTH,"[""DELHI""]",07,091
110039,DELHI,NORTH WEST,"[""DELHI""]",07,090
110040,DELHI,NORTH,"[""DELHI""]",07,091
110041,DELHI,WEST,"[""NEW DELHI""]",07,096
110042,DELHI,NORTH,"[""DELHI""]",07,091
110042,DELHI,NORTH WEST,"[""DELHI""]",07,090
110043,DELHI,WEST,"[""NEW DELHI""]",07,096
110044,DELHI,SOUTH,"[""NEW DELHI"",""NA""]",07,098
110044,DELHI,SOUTH EAST,"[""NEW DELHI"",""NA""]",07,677
110045,DELHI,SOUTH WEST,"[""NEW DELHI""]",07,097
110046,DELHI,NEW DELHI,"[""NEW DELHI""]",07,094
110047,DELHI,SOUTH,"[""NA""]",07,098
110048,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110048,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110049,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110049,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110051,DELHI,EAST,"[""NA""]",07,093
110051,DELHI,SHAHDARA,"[""NA""]",07,676
110052,DELHI,NORTH WEST,"[""DELHI""]",07,090
110052,DELHI,NORTH,"[""DELHI""]",07,091
110053,DELHI,NORTH EAST,"[""NA"",""EAST DELHI""]",07,092
110054,DELHI,CENTRAL,"[""NORTH"",""DELHI""]",07,095
110055,DELHI,CENTRAL,"[""NEW DELHI""]",07,095
110055,DELHI,WEST,"[""NEW DELHI""]",07,096
110056,DELHI,NORTH WEST,"[""DELHI""]",07,090
110057,DELHI,NEW DELHI,"[""NA""]",07,094
110058,DELHI,WEST,"[""NEW DELHI""]",07,096
110059,DELHI,WEST,"[""NEW DELHI""]",07,096
110060,DELHI,CENTRAL,"[""NEW DELHI""]",07,095
110061,DELHI,SOUTH WEST,"[""NA""]",07,097
110061,DELHI,NEW DELHI,"[""NA""]",07,094
110062,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110063,DELHI,WEST,"[""NEW DELHI""]",07,096
110064,DELHI,WEST,"[""NEW DELHI""]",07,096
110065,DELHI,SOUTH EAST,"[""NEW DELHI""]",07,677
110065,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110066,DELHI,NEW DELHI,"[""NA""]",07,094
110067,DELHI,NEW DELHI,"[""NA""]",07,094
110068,DELHI,SOUTH,"[""NA""]",07,098
110069,DELHI,NEW DELHI,"[""NEW DELHI""]",07,094
110070,DELHI,NEW DELHI,"[""NA""]",07,094
110071,DELHI,SOUTH WEST,"[""NEW DELHI"",""SOUTH WEST DELHI""]",07,097
110072,DELHI,SOUTH WEST,"[""NA""]",07,097
110073,DELHI,SOUTH WEST,"[""NA"",""NEW DELHI""]",07,097
110074,DELHI,SOUTH,"[""NA"",""SOUTH WEST DELHI""]",07,098
110075,DELHI,SOUTH WEST,"[""NEW DELHI"",""DELHI""]",07,097
110076,DELHI,SOUTH,"[""NEW DELHI""]",07,098
110077,DELHI,SOUTH WEST,"[""NEW DELHI"",""NA""]",07,097
110077,DELHI,NEW DELHI,"[""NEW DELHI"",""NA""]",07,094
110078,DELHI,SOUTH WEST,"[""NA"",""NEW DELHI""]",07,097
110080,DELHI,SOUTH,"[""SOUTH DELHI""]",07,098
110081,DELHI,NORTH WEST,"[""DELHI""]",07,090
110082,DELHI,NORTH,"[""DELHI""]",07,091
110083,DELHI,NORTH WEST,"[""DELHI"",""NA""]",07,090
110084,DELHI,CENTRAL,"[""DELHI"",""NORTH""]",07,095
110084,DELHI,NORTH,"[""DELHI"",""NORTH""]",07,091
110085,DELHI,NORTH WEST,"[""NA"",""NORTH WEST DELHI"",""DELHI""]",07,090
110086,DELHI,NORTH WEST,"[""DELHI"",""NA""]",07,090
110087,DELHI,WEST,"[""NEW DELHI""]",07,096
110088,DELHI,NORTH,"[""DELHI""]",07,091
110089,DELHI,NORTH WEST,"[""NA""]",07,090
110090,DELHI,NORTH EAST,"[""EAST DELHI"",""NA""]",07,092
110091,DELHI,EAST,"[""NA""]",07,093
110092,DELHI,EAST,"[""NA""]",07,093
110092,DELHI,SHAHDARA,"[""NA""]",07,676
110093,DELHI,NORTH EAST,"[""NA""]",07,092
110094,DELHI,NORTH EAST,"[""NA"",""DELHI NORTH EAST""]",07,092
110095,DELHI,SHAHDARA,"[""NA""]",07,676
110096,DELHI,EAST,"[""NA""]",07,093
110097,DELHI,SOUTH WEST,"[""NA""]",07,097
121001,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121002,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121003,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121004,HARYANA,FARIDABAD,"[""BALLABGARH""]",06,088
121004,HARYANA,PALWAL,"[""BALLABGARH""]",06,089
121005,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121006,HARYANA,FARIDABAD,"[""BALLABGARH""]",06,088
121007,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121008,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121009,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121010,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121012,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121013,HARYANA,FARIDABAD,"[""FARIDABAD""]",06,088
121101,HARYANA,FARIDABAD,"[""BALLABGARH""]",06,088
121102,HARYANA,PALWAL,"[""PALWAL""]",06,089
121102,HARYANA,FARIDABAD,"[""PALWAL""]",06,088
121103,HARYANA,PALWAL,"[""HATHIN""]",06,089
121105,HARYANA,PALWAL,"[""PALWAL"",""HODAL""]",06,089
121106,HARYANA,PALWAL,"[""HODAL""]",06,089
121107,HARYANA,PALWAL,"[""HODAL""]",06,089
122001,HARYANA,GURUGRAM,"[""ARJUN NAGAR"",""BASAI ROAD"",""SADAR BAZAR"",""GURGAON KTY."",""SECTOR-17"",""NA"",""GURGAON"",""MINI SECTT."",""NEW COLONY"",""SHIVAJI NAGAR"",""SOHNA ADDA"",""URBAN ESTATE""]",06,086
122002,HARYANA,GURUGRAM,"[""NA"",""DLF QE""]",06,086
122003,HARYANA,GURUGRAM,"[""SECTOR -45"",""NA""]",06,086
122004,HARYANA,GURUGRAM,"[""NA"",""NARSINGHPUR""]",06,086
122005,HARYANA,GURUGRAM,"[""AIR FORCE""]",06,086
122006,HARYANA,GURUGRAM,"[""NA"",""RAILWAY ROAD""]",06,086
122007,HARYANA,GURUGRAM,"[""INDUSTRIAL ESTATE""]",06,086
122008,HARYANA,GURUGRAM,"[""DLF PH-II""]",06,086
122009,HARYANA,GURUGRAM,"[""GALLERIA DLF-IV""]",06,086
122010,HARYANA,GURUGRAM,"[""DLF PH-III""]",06,086
122011,HARYANA,GURUGRAM,"[""NA""]",06,086
122015,HARYANA,GURUGRAM,"[""PALAM ROAD"",""NA""]",06,086
122016,HARYANA,GURUGRAM,"[""NA"",""INDUSTRIAL COMPLEX DUNDAHERA""]",06,086
122017,HARYANA,GURUGRAM,"[""NA"",""PALAM VIHAR""]",06,086
122018,HARYANA,GURUGRAM,"[""NA""]",06,086
122051,HARYANA,GURUGRAM,"[""NA"",""NSG CAMP MANESAR""]",06,086
122052,HARYANA,GURUGRAM,"[""MANESAR""]",06,086
122101,HARYANA,GURUGRAM,"[""BADSHAHPUR"",""NA""]",06,086
122102,HARYANA,GURUGRAM,"[""BHONDSI"",""NA""]",06,086
122103,HARYANA,NUH,"[""NA"",""SOHNA""]",06,087
122103,HARYANA,GURUGRAM,"[""NA"",""SOHNA""]",06,086
122104,HARYANA,NUH,"[""NA"",""FEROZEPUR JHIRKA""]",06,087
122105,HARYANA,NUH,"[""TAURU"",""NA""]",06,087
122107,HARYANA,NUH,"[""NA"",""NUH""]",06,087
122108,HARYANA,NUH,"[""NA"",""NAGINA""]",06,087
122413,HARYANA,GURUGRAM,"[""BHORAKALAN"",""NA""]",06,086
122414,HARYANA,GURUGRAM,"[""NA"",""NANUKALAN""]",06,086
122502,HARYANA,GURUGRAM,"[""NA"",""KHALILPUR""]",06,086
122502,HARYANA,REWARI,"[""NA"",""KHALILPUR""]",06,085
122503,HARYANA,GURUGRAM,"[""NA"",""PATAUDI""]",06,086
122504,HARYANA,GURUGRAM,"[""HAILLYMANDI"",""NA""]",06,086
122505,HARYANA,GURUGRAM,"[""NA"",""GARHI HARSARU""]",06,086
122506,HARYANA,GURUGRAM,"[""FARRUKH NAGAR"",""NA""]",06,086
122508,HARYANA,NUH,"[""NA"",""PUNHANA""]",06,087
123001,HARYANA,MAHENDRAGARH,"[""AZAMABAD MUKHOTA"",""BARKODA"",""BASHIRPUR"",""BHUSHAN KALAN"",""CHILLRO"",""DHANOTA"",""DHARSON"",""DHOR KALAN"",""DOCHANA"",""NARNAUL"",""HAMIDPUR"",""HUDINA"",""KAMANIA"",""KANWI"",""KAROTA"",""KORIAWAS"",""KRISHAN NAGAR"",""KULTAZPUR"",""MADHANA KALAN"",""MANDI"",""NAGAL KATHA"",""CIVIL LINE"",""NEERPUR"",""NIZAMPUR R.S.""]",06,084
123021,HARYANA,MAHENDRAGARH,"[""MANDI ATELI"",""NARNAUL"",""BEHALI"",""BEWAL"",""DONGRA AHIR"",""DULAT JAT"",""GANIAR"",""GARHI"",""GOKALPUR"",""GUJARWAS"",""KANTI"",""KANTI KHERI"",""RATTAN KALAN"",""TAJPUR""]",06,084
123023,HARYANA,MAHENDRAGARH,"[""AKBERPUR"",""NARNAUL"",""BAYAL"",""BHAUNGERKA"",""BUDHWA"",""DHOLERA"",""GOLWA"",""NANGAL DARGU"",""NIAMATPUR"",""SARELI"",""SIROHI BEHALI"",""THANWAS""]",06,084
123024,HARYANA,MAHENDRAGARH,"[""BARDA"",""DALANWAS"",""DIGROTA"",""JARWA"",""MADHOGARH"",""NANGALMALA"",""NAWAN"",""PATHERWA"",""SATNALI"",""SHYAMPURA"",""SURETI KALAN""]",06,084
123027,HARYANA,MAHENDRAGARH,"[""BAGHOT"",""BHARAF"",""CHITRAULI"",""DHANAUNDA"",""GURHA"",""KAKROLA"",""KANINA"",""KANINA MANDI"",""KHERI"",""KOTIA"",""NAUTANA"",""POTA"",""RAMBAS"",""RASOOLPUR"",""SEHLONG"",""SIANA"",""SIHORE""]",06,084
123028,HARYANA,MAHENDRAGARH,"[""BAIRAWAS"",""DAROLI AHIR"",""KOTHAL KHURD"",""NANGAL SIROHI"",""NIHALAWAS"",""SEHMA""]",06,084
123029,HARYANA,MAHENDRAGARH,"[""AKODA"",""BASAI"",""BAWANA"",""BERI"",""BUDDIN"",""C R MGRH"",""DHADHOT"",""DULANA"",""DULOT AHIR"",""JHOOK"",""KHATOD"",""KHUDANA"",""KURAWATA"",""LAWAN"",""MANDOLA"",""MOHINDERGARH"",""NIMBI"",""PALI"",""PALRI PANIHARA""]",06,084
123034,HARYANA,MAHENDRAGARH,"[""BAWANIA"",""BHOJAWAS"",""MAHENDERGARH"",""DEWAS"",""DHANA"",""JHAGROLI"",""PATHERA"",""SUNDRAH""]",06,084
123035,HARYANA,REWARI,"[""REWARI"",""GURAORA"",""KANNAURA"",""KARAWARA"",""PALHAWAS""]",06,085
123101,HARYANA,REWARI,"[""BASBATORI"",""BHOTWAS AHIR"",""KHORI"",""MAMARIA AHIR"",""REWARI"",""PUNSIKA"",""TINT""]",06,085
123102,HARYANA,REWARI,"[""AHROD"",""BASDUDA"",""CHITA DUNGRA"",""GOTHRA"",""KOLANA"",""KUND"",""NANGAL JAMALPUR"",""PALI""]",06,085
123103,HARYANA,REWARI,"[""REWARI"",""DHAWANA"",""KHALETA"",""KHOL"",""MANDOLA"",""MAYAN""]",06,085
123106,HARYANA,REWARI,"[""BHATSANA"",""DHARUHERA"",""DUNDERWAS"",""NA"",""KHARKHARA"",""MAHESHWARI"",""MASANI"",""NAND RAMPURBAS"",""RALIAWAS""]",06,085
123110,HARYANA,REWARI,"[""DHARUHERA""]",06,085
123301,HARYANA,REWARI,"[""GURIANI"",""JAKHALA"",""RATTANTHAL""]",06,085
123302,HARYANA,REWARI,"[""BHAKLI"",""BHRTHALA"",""GUGODH"",""JHAL"",""JUDDI"",""KARNAWAS"",""KOSLI"",""KOSLI R S"",""LULA AHIR"",""SADAT NAGAR"",""SHAYAM NAGAR"",""SURETHI"",""TUMNA""]",06,085
123303,HARYANA,REWARI,"[""BAWWA"",""BISOWA"",""JHARODA"",""JHOIRI"",""KAROLI"",""KOHRAR"",""LILODH"",""LOOKHI"",""NAHAR"",""NAIGAWAN"",""NEHRUGARH""]",06,085
123401,HARYANA,REWARI,"[""B B ASHRAM"",""BIKANER"",""BITHWANA"",""BORIA KAMALPUR"",""BUDHPUR"",""DEHLAWAS GULABPUR"",""GARHI BOLNI"",""REWARI"",""GOKALGARH"",""JATUSANA RS"",""GURGAON"",""KARNAWAS"",""KHANDORA"",""MAJRA GURDAS"",""MAJRA SHEORAJ MAJRA SHEORAJ"",""MASTAPUR"",""MOHANPUR"",""MUSEPUR"",""NANGAL PATHANI"",""NANGLI GODHA"",""NEW ANAZ MANDI REWARI"",""ROHRAI"",""SAHARANWAS"",""SANGWARI"",""SULKHA""]",06,085
123411,HARYANA,REWARI,"[""REWARI"",""BUROLI"",""DAHINA"",""DAKHORA"",""DAROLI"",""GOTHERA"",""KANWALI"",""LISAN"",""MOTLA KALAN"",""MUNDI"",""NIMOTH"",""RAMPURI"",""SIHA"",""ZAINABAD""]",06,085
123412,HARYANA,REWARI,"[""REWARI"",""DHARAN"",""RAJGARH"",""TANKRI""]",06,085
123501,HARYANA,REWARI,"[""BAWAL"",""BAGHTHALA"",""BANIPUR"",""GUJAR MAJRA"",""JAISINGHPUR KHERA"",""JHABUWA"",""NAICHANA"",""NANGAL"",""NANGAL TEJU"",""PRANPURA"",""SUTHANA""]",06,085
124001,HARYANA,ROHTAK,"[""ROHAK"",""ROHTAK""]",06,082
124010,HARYANA,ROHTAK,"[""ROHTAK""]",06,082
124021,HARYANA,JHAJJAR,"[""ROHTAK"",""ROTHAK""]",06,083
124021,HARYANA,ROHTAK,"[""ROHTAK"",""ROTHAK""]",06,082
124022,HARYANA,ROHTAK,"[""ROHTAK"",""MEHEM""]",06,082
124102,HARYANA,JHAJJAR,"[""JHAJJAR""]",06,083
124103,HARYANA,JHAJJAR,"[""JHAJJAR"",""JONDHI"",""JAHJJAR"",""JHAJAJR"",""JHAJJR""]",06,083
124104,HARYANA,JHAJJAR,"[""JHAJJAR"",""NA""]",06,083
124105,HARYANA,JHAJJAR,"[""JHAJJAR"",""BAHADURGARH""]",06,083
124106,HARYANA,JHAJJAR,"[""JHAJJAR"",""JHARLI"",""NA""]",06,083
124107,HARYANA,JHAJJAR,"[""JHAJJAR""]",06,083
124108,HARYANA,JHAJJAR,"[""JHAJJAR""]",06,083
124109,HARYANA,JHAJJAR,"[""JHAJJAR"",""JHAJAR"",""JHAJJR"",""NA""]",06,083
124111,HARYANA,ROHTAK,"[""ROHTAK"",""MEHEM""]",06,082
124112,HARYANA,ROHTAK,"[""MEHEM"",""NA""]",06,082
124113,HARYANA,ROHTAK,"[""ROHTAK""]",06,082
124141,HARYANA,JHAJJAR,"[""ROHTAK""]",06,083
124142,HARYANA,JHAJJAR,"[""JHAJJAR"",""NA""]",06,083
124146,HARYANA,JHAJJAR,"[""JHAJJAR"",""JHANSWAKALAN"",""JHAMRI""]",06,083
124201,HARYANA,JHAJJAR,"[""JHAJJAR""]",06,083
124201,HARYANA,ROHTAK,"[""JHAJJAR""]",06,082
124202,HARYANA,ROHTAK,"[""JHAJJAR""]",06,082
124202,HARYANA,JHAJJAR,"[""JHAJJAR""]",06,083
124303,HARYANA,ROHTAK,"[""ROHTAK""]",06,082
124401,HARYANA,ROHTAK,"[""ROHTAK""]",06,082
124404,HARYANA,ROHTAK,"[""BAHADURGARH"",""ROHTAK""]",06,082
124404,HARYANA,JHAJJAR,"[""BAHADURGARH"",""ROHTAK""]",06,083
124406,HARYANA,ROHTAK,"[""ROHTAK""]",06,082
124411,HARYANA,ROHTAK,"[""ROHTAK""]",06,082
124412,HARYANA,ROHTAK,"[""ROHTAK""]",06,082
124412,HARYANA,JHAJJAR,"[""ROHTAK""]",06,083
124501,HARYANA,ROHTAK,"[""ROHTAK"",""NA"",""BAHADURGARH""]",06,082
124501,HARYANA,JHAJJAR,"[""ROHTAK"",""NA"",""BAHADURGARH""]",06,083
124504,HARYANA,JHAJJAR,"[""BAHADURGARH""]",06,083
124505,HARYANA,JHAJJAR,"[""BAHADURGARH""]",06,083
124506,HARYANA,JHAJJAR,"[""BAHADURGARH"",""JHAJJAR""]",06,083
124507,HARYANA,JHAJJAR,"[""BAHADURGARH""]",06,083
124508,HARYANA,JHAJJAR,"[""BAHADURGARH"",""BAHAUDRGARH"",""BAHADURARH""]",06,083
124513,HARYANA,ROHTAK,"[""MEHEM""]",06,082
124514,HARYANA,ROHTAK,"[""MEHEM"",""ROHTAK"",""NA""]",06,082
125001,HARYANA,HISAR,"[""HISAR""]",06,080
125004,HARYANA,HISAR,"[""HISAR""]",06,080
125005,HARYANA,HISAR,"[""HISAR""]",06,080
125006,HARYANA,HISAR,"[""HISAR""]",06,080
125007,HARYANA,HISAR,"[""HISAR""]",06,080
125011,HARYANA,HISAR,"[""HISAR""]",06,080
125033,HARYANA,HISAR,"[""HANSI"",""HISAR""]",06,080
125037,HARYANA,HISAR,"[""HISAR""]",06,080
125038,HARYANA,HISAR,"[""HANSI""]",06,080
125039,HARYANA,HISAR,"[""HANSI"",""NA""]",06,080
125042,HARYANA,HISAR,"[""HANSI""]",06,080
125044,HARYANA,HISAR,"[""HISAR""]",06,080
125047,HARYANA,FATEHABAD,"[""HISAR"",""NA""]",06,078
125047,HARYANA,HISAR,"[""HISAR"",""NA""]",06,080
125048,HARYANA,FATEHABAD,"[""FATEHABAD""]",06,078
125049,HARYANA,HISAR,"[""HANSI""]",06,080
125050,HARYANA,FATEHABAD,"[""FATEHABAD""]",06,078
125050,HARYANA,HISAR,"[""FATEHABAD""]",06,080
125051,HARYANA,FATEHABAD,"[""RATTIA"",""FATEHABAD"",""TOHANA""]",06,078
125052,HARYANA,HISAR,"[""HISAR""]",06,080
125053,HARYANA,FATEHABAD,"[""FATEHABAD"",""HISAR""]",06,078
125054,HARYANA,SIRSA,"[""SIRSA""]",06,079
125055,HARYANA,SIRSA,"[""SIRSA""]",06,079
125056,HARYANA,SIRSA,"[""SIRSA""]",06,079
125058,HARYANA,SIRSA,"[""SIRSA""]",06,079
125060,HARYANA,SIRSA,"[""SIRSA""]",06,079
125075,HARYANA,SIRSA,"[""SIRSA""]",06,079
125076,HARYANA,SIRSA,"[""RANIA"",""SIRSA""]",06,079
125077,HARYANA,SIRSA,"[""ODHAN"",""SIRSA""]",06,079
125078,HARYANA,SIRSA,"[""BARAGUDHA"",""SIRSA""]",06,079
125101,HARYANA,SIRSA,"[""NA"",""SIRSA""]",06,079
125102,HARYANA,SIRSA,"[""SIRSA"",""HISAR""]",06,079
125103,HARYANA,SIRSA,"[""SIRSA""]",06,079
125104,HARYANA,SIRSA,"[""MANDI DABWALI"",""DABWALI"",""M.DABWALI""]",06,079
125106,HARYANA,FATEHABAD,"[""TOHANA""]",06,078
125110,HARYANA,SIRSA,"[""SIRSA""]",06,079
125111,HARYANA,FATEHABAD,"[""FATEHABAD"",""TOHANA""]",06,078
125112,HARYANA,FATEHABAD,"[""HISAR""]",06,078
125112,HARYANA,HISAR,"[""HISAR""]",06,080
125113,HARYANA,HISAR,"[""HISAR""]",06,080
125113,HARYANA,FATEHABAD,"[""HISAR""]",06,078
125120,HARYANA,FATEHABAD,"[""TOHANA""]",06,078
125121,HARYANA,HISAR,"[""HISAR"",""NA""]",06,080
125133,HARYANA,FATEHABAD,"[""TOHANA""]",06,078
125201,HARYANA,SIRSA,"[""KALANWALI"",""SIRSA"",""KAANWALI"",""KALAN WALI""]",06,079
126101,HARYANA,JIND,"[""JIND"",""JIND JIND""]",06,077
126102,HARYANA,JIND,"[""JIND""]",06,077
126110,HARYANA,JIND,"[""JIND""]",06,077
126111,HARYANA,JIND,"[""JIND""]",06,077
126112,HARYANA,JIND,"[""SAFIDON"",""JIND""]",06,077
126113,HARYANA,JIND,"[""SAFIDON"",""JIND"",""NARWANA""]",06,077
126114,HARYANA,JIND,"[""SAFIDON""]",06,077
126115,HARYANA,JIND,"[""NARWANA"",""NARWNAA""]",06,077
126116,HARYANA,JIND,"[""NARWANA"",""JIND""]",06,077
126125,HARYANA,JIND,"[""JIND""]",06,077
126152,HARYANA,JIND,"[""JIND""]",06,077
127021,HARYANA,BHIWANI,"[""BHIWANI""]",06,081
127022,HARYANA,CHARKI DADRI,"[""DADARI"",""CH-DADRI"",""DADRI""]",06,732
127025,HARYANA,CHARKI DADRI,"[""DADRI"",""BAUND""]",06,732
127026,HARYANA,CHARKI DADRI,"[""DADRI"",""CHARKHI DADRI""]",06,732
127027,HARYANA,BHIWANI,"[""BHIWANI""]",06,081
127028,HARYANA,BHIWANI,"[""SIWANI""]",06,081
127029,HARYANA,BHIWANI,"[""BHIWANI""]",06,081
127030,HARYANA,BHIWANI,"[""BIWANI"",""BHIWANI""]",06,081
127031,HARYANA,BHIWANI,"[""BHIWANI""]",06,081
127032,HARYANA,BHIWANI,"[""BHIWANI"",""BAWANI KHERA"",""BAWANIKHERA""]",06,081
127035,HARYANA,BHIWANI,"[""BHIWANI"",""BAWANI KHERA""]",06,081
127040,HARYANA,BHIWANI,"[""BHIWANI"",""TOSHAM""]",06,081
127041,HARYANA,BHIWANI,"[""BHIWANI"",""MUNDHAL""]",06,081
127042,HARYANA,CHARKI DADRI,"[""CHARKHI DADRI""]",06,732
127043,HARYANA,BHIWANI,"[""BHIWANI""]",06,081
127045,HARYANA,BHIWANI,"[""SIWANI""]",06,081
127046,HARYANA,BHIWANI,"[""SIWANI""]",06,081
127111,HARYANA,BHIWANI,"[""BHIWANI"",""BIWANI""]",06,081
127114,HARYANA,BHIWANI,"[""BHIWANI""]",06,081
127201,HARYANA,BHIWANI,"[""LOHARU""]",06,081
127306,HARYANA,CHARKI DADRI,"[""CHARKHI DADRI"",""DADRI""]",06,732
127307,HARYANA,CHARKI DADRI,"[""ACHINA"",""DADRI""]",06,732
127308,HARYANA,CHARKI DADRI,"[""DADRI"",""BADHARA""]",06,732
127309,HARYANA,BHIWANI,"[""BHIWANI"",""DADRI"",""CHARKHI DADRI""]",06,081
127310,HARYANA,CHARKI DADRI,"[""DADRI"",""CHARKHI DADRI""]",06,732
131001,HARYANA,SONIPAT,"[""SONIPAT"",""NA""]",06,076
131021,HARYANA,SONIPAT,"[""SONIPAT"",""NA""]",06,076
131022,HARYANA,SONIPAT,"[""NA""]",06,076
131023,HARYANA,SONIPAT,"[""NA""]",06,076
131024,HARYANA,SONIPAT,"[""NA""]",06,076
131027,HARYANA,SONIPAT,"[""SONIPAT"",""NA""]",06,076
131028,HARYANA,SONIPAT,"[""SONIPAT"",""NA""]",06,076
131029,HARYANA,SONIPAT,"[""NA"",""SONIPAT""]",06,076
131039,HARYANA,SONIPAT,"[""NA"",""SONIPAT""]",06,076
131101,HARYANA,SONIPAT,"[""NA"",""GANAUR""]",06,076
131102,HARYANA,SONIPAT,"[""NA""]",06,076
131103,HARYANA,SONIPAT,"[""NA""]",06,076
131301,HARYANA,SONIPAT,"[""NA"",""GOHANA""]",06,076
131302,HARYANA,SONIPAT,"[""NA"",""GOHANA""]",06,076
131304,HARYANA,SONIPAT,"[""NA"",""SONIPAT""]",06,076
131305,HARYANA,SONIPAT,"[""NA"",""GOHANA""]",06,076
131306,HARYANA,SONIPAT,"[""NA""]",06,076
131402,HARYANA,SONIPAT,"[""NA"",""KHARKHODA""]",06,076
131403,HARYANA,SONIPAT,"[""SONIPAT"",""NA""]",06,076
131408,HARYANA,SONIPAT,"[""NA""]",06,076
131409,HARYANA,SONIPAT,"[""NA""]",06,076
132001,HARYANA,KARNAL,"[""KARNAL""]",06,074
132022,HARYANA,KARNAL,"[""KUNJPURA""]",06,074
132023,HARYANA,KARNAL,"[""S.S. KUNJPURA"",""SS KUNJPURA"",""KARNAL""]",06,074
132024,HARYANA,KARNAL,"[""NISSING"",""KARNAL""]",06,074
132036,HARYANA,KARNAL,"[""JUNDLA"",""INDRI""]",06,074
132037,HARYANA,KARNAL,"[""KARNAL"",""MADHUBAN"",""NILOKHERI"",""KARNAL'KARNAL""]",06,074
132039,HARYANA,KARNAL,"[""ASSANDH""]",06,074
